Tweet_ID,Formatted_Text,Manual_Sentiment,Polarity,Subjectivity
9.78E+17,"End Innings: India Women - 198/4 in 19.6 overs  (Pooja Vastrakar 22 off 10, A A Patil 2 off 1) @paytm #IndvEng #T20I",,,
9.78E+17,INNINGS BREAK: Propelled by @mandhana_smriti's early onslaught India set England 199-run target in @paytm #T20I… https://t.co/qppJtxShfV,,,
9.78E+17,BAAGHI 2 ADVANCE BOOKINGS OPEN!   Book now ?? https://t.co/zct2c7JN6r  #Baaghi2In5Days @DishPatani #SajidNadiadwala… https://t.co/QOsRWYVNuf,,,
9.78E+17,End Of Over 20 - India Women 198/4 Pooja Vastrakar 22(10) A A Patil 2(1) @paytm #IndvEng #T20I,,,
9.78E+17,"Harmanpreet Kaur  FOUR! India Women 170/3 (18.2) (19x4, 3x6) @paytm #IndvEng #T20I",,,
9.76E+17,Why saving account shall be opened in forced after completing KYC.??. Need not another account only was to use a mo… https://t.co/DMJdNgMsgS,,,
9.78E+17,Has paytm being  to ur complaints. Then time to kick them collectively. Lets raise our voice @thebharatseva… https://t.co/CyCaHrhOAd,,,
9.76E+17,Real sloppy with KYC verification!! @Paytmcare @Paytm @paytm,,,
9.76E+17,Hi I have completed KYC but still not able to transfer money to bank.I am getting these images in loop. I need a ca… https://t.co/J6cGWZlAFu,,,
9.76E+17,@@Paytmcare clearly cannot read. Rude non-performing staff. https://t.co/vnidBGwwFD,,,
9.78E+17,"Mithali 50 runs in 40 balls  (7x4, 0x6) India Women 137/1 @paytm #IndvEng #T20I Scorecard:https://t.co/aq3OLP3xB8",,,
9.78E+17,"WICKET! Over: 12.5  S S Mandhana 76(40) ct Tamsin Beaumont b Natalie Sciver, India Women 129/1 @paytm #IndvEng #T20I",,,
9.78E+17,"S S Mandhana  FOUR! India Women 129/0 (12.4) (18x4, 2x6) @paytm #IndvEng #T20I",,,
9.76E+17,Dear sir this payment failed 13day but not rufund my account @Paytmcare https://t.co/vBOByjk5Z0,,,
9.76E+17,"Umm..no. @Paytm , @paytmcare First of all I do not want to verify my KYC.  And on top of that you send an email fro… https://t.co/w1sADsOlIO",,,
9.76E+17,@HPCL this outlet doesn't hv card payment options nor @Paytmcare @MobiKwikSWAT.went 10 kms to get cash n pay for pe… https://t.co/EYw9PoaKHe,,,
9.78E+17,Openers @mandhana_smriti and @M_Raj03 power India to 100 off 61 balls in @paytm #T20I #INDvENG https://t.co/KK1hG1eXcA,,,
9.78E+17,"S S Mandhana 52 runs in 25 balls  (8x4, 2x6) India Women 83/0 @paytm #IndvEng #T20I Scorecard:https://t.co/aq3OLP3xB8",,,
9.78E+17,3rd match @paytm triseries  @englandcricket win toss and bowl v @BCCIWomen on @StarSportsIndia in 10 mins. Huge con… https://t.co/Uo1Co02c9u,,,
9.76E+17,ROFL @paytm scammer @vijayshekhar blocked me  @Rita_Banerji @Stupidosaur @vasundhar @FinMinIndia @Swamy39… https://t.co/8mYoWk8qIH,,,
9.78E+17,England Women - Playing XI @paytm #IndvEng #T20I https://t.co/TMGeWe1gh3,,,
9.78E+17,India Women - Playing XI @paytm #IndvEng #T20I https://t.co/1iKinATqu8,,,
9.78E+17,England win the toss and elect to bowl in @paytm T20I against India. Two changes to our lineup. Deepti Sharma and P… https://t.co/L3wX7D4kKE,,,
9.78E+17,@vijayshekhar  paytm bank customer loot bank  Every transaction on paytm account charge rs 149.83  Transaction limit 5000 on time,,,
9.76E+17,Wen u proudly advertised #paytmkaro at that time u shud say #wearenotresponsibleforyourmoney same as mutual fund ad… https://t.co/4e5gpC4aZA,,,
9.75E+17,TNEB bill not paid even after 4 days. Good digital India??@Paytmcare @paytm @BharatBillPay @_DigitalIndia,,,
9.78E+17,Paytm became worst... Not allowing money to vallet without kyc ...,,,
9.75E+17,"I am very angry with @Paytmcare @Paytm  I added money in my wallet and now that I am trying to send it,Its showing… https://t.co/JDSe7RkWFm",,,
9.78E+17,"After being called out publicly once and then removing the request for root access, @Paytm has started requesting r… https://t.co/pOqUBEenkX",,,
9.78E+17,@mcdonaldsindia Hello Sir/Madam It's A Big Inconvenience Created By Hyd@Rajiv Gandhi International Airport McDonald… https://t.co/uLlqGxStql,,,
9.75E+17,Completed 20 uninstallation of #Paytm.  After being ignored by Paytm and unable to provide support during unusual t… https://t.co/nTe4KK0dIP,,,
9.75E+17,"We use wallets for ease of transactions.   If you think you can complicate it, good luck surviving in this business… https://t.co/gKsIdwdaH6",,,
9.78E+17,@vijayshekhar your paytm care  011339966999 no has no facility for talking to customer care executive if one's prob… https://t.co/nOakcX3Vbw,,,
9.75E+17,Hi I applied for in person KYC but no one Visited. pls help @Paytmcare,,,
9.75E+17,Sr I have send the money 1k to one of my friend. The money got deducted from my wallet but he didn't received . I h… https://t.co/Oxxidf4yzQ,,,
9.78E+17,"@vijayshekhar  This regards to my transaction with Mr. Rahul Nehria, order no. QR9A9DF1A261F16E2F of RS. 4800, he i… https://t.co/0VpjoRSK1m",,,
9.75E+17,I paid Paytm via my Paytm wallet and no Cashback received till yet... kindly look in the matter @Paytmcare  @Paytm… https://t.co/QxEF2bxzgw,,,
9.75E+17,How to reach your customer care services?@Paytmcare,,,
9.78E+17,@vijayshekhar My money is blocked with PayTM for almost s month and no one is responding/helping,,,
9.75E+17,?FAKE #FAKE #FAKE  FAKE OFFERS ARE GIVEN BY PAYTM FOR FLIGHT TICKETS BOOKING  OFFERS FREE CANCELLATION BUT AFTER BO… https://t.co/NqNmk6rEvu,,,
9.75E+17,"where is my refund @paytm @paytmcare @vijayshekhar?? wallet transaction no 17853003394, ref no… https://t.co/H1UIReQ97K",,,
9.75E+17,"been a couple of weeks, sinceI hve requested an appointment for KYC, but still no response. Whatsup @Paytm @Paytmcare #KYC",,,
9.78E+17,"@foodpandaIndia , @Paytm there is tie up between these two partner, @foodpandaIndia Collect payment through @Paytm… https://t.co/fDq7Hvpw1p",,,
9.78E+17,"@mobshowapp  User id  :Utkarsh296 Hi,  My winning amount of 50.3 rupees was not transferring into my paytm wallet.I… https://t.co/Mjj9NhELWa",,,
9.75E+17,@PaytmBusiness I want to change my display name. Help. @Paytmcare @vijayshekhar,,,
9.75E+17,They are asking for add beneficiary. I have already added my bank account but nothing happen @Paytmcare @Paytm,,,
9.75E+17,"@pbhushan1 can't you file PIL against such things , where They are snatching our freedom directly. @Paytm… https://t.co/EOPgnhy2we",,,
9.75E+17,"@dominos @dominos_india said 100? cash back when payment is made through @Paytmcare , still not got the cash back....",,,
9.78E+17,"Minor detail & request @Paytm - after adding debit card to autofill on Mac Safari, it'd be nice to see the logo the… https://t.co/c7SgwEgamJ",,,
9.78E+17,@vijayshekhar Hi sir there are duplicate paytm apps in market please work on those to eliminate from the market suc… https://t.co/FxiDMKYASd,,,
9.78E+17,India will face England in their 2nd game of the @Paytm Women's T20 Triangular Series at CCI in MUmbai. Free entry… https://t.co/8sndX2Wxqf,,,
9.78E+17,".@digibank  Paytm Mall has issued a refund on 22.03.18, amount-841.00,they have provided me a refund reference no-8… https://t.co/ZnfHoIjigV",,,
9.75E+17,"Is @Paytmcare only for those who know Hindi, English or Bengali? Please provide IVR option in Kannada  @KannadaGrahaka #ServeInMyLanguage",,,
9.78E+17,Pls make easy process to delink adhar card to paytm no. @Paytm @vijayshekhar,,,
9.78E+17,@essarpetrolpump very disappointed service from essar petrol pump near Bagepalli toll plaza Karnataka ... There is… https://t.co/t913YxhBgi,,,
9.78E+17,"@hotstartweets Hello guys, by what time will my amount get refunded back to Paytm wallet? Paid via Paytm for a free… https://t.co/i3jRyC9KOg",,,
9.78E+17,"After many years of experience, indian bankers invented IFS code, bank account numbers with logical codes...  After… https://t.co/tqG3oJFjOU",,,
9.75E+17,Time to uninstall @Paytm @Paytmcare #Kyc,,,
9.78E+17,hell with your Paytm @Paytm  guys dont ever beleive in Paytm wallet security...?????? unauthorized transaction of rs 550 done frm my wallet...,,,
9.78E+17,Congratulations PayTm team for winning the GRAND PRIX for the Paytm Sweet Change Campaign (Media category) at Asia… https://t.co/oFB7jtEPW3,,,
9.78E+17,Dear Sir  your paytm team is making me fool since four week i have register a complaint which is still not resolved… https://t.co/H4XTGyKXBs,,,
9.75E+17,What rubbish. Money was added without KYC on 16th from a bank account. Immediately after money couldn't be transfer… https://t.co/Z9rDrqRZDs,,,
9.78E+17,"Deleted Paytm, app not working post KYC submission , tried different phone no one called for door-step verification.   @Paytm @vijayshekhar",,,
9.75E+17,"Issue with recharge, amount deducted but recharge not done. Tried to reach customer care, but its cofusing. Ref no.… https://t.co/32YaOQQH6J",,,
9.75E+17,Paytm Froud Cheated My money Rupees Of 22999/-  @FinMinIndia @arunjaitley @narendramodi @RBI @Paytmcare https://t.co/8b7juYLV2z,,,
9.78E+17,I WANT TO MAKE KYC FOR PAYTM BUT I DONT HAVE ADHAAR CARD CAN YOU PLEASE HELP ME,,,
9.75E+17,"Very poor paytm app and customer care.  I have made payment for 1 product in the morning, payment was deducted from… https://t.co/bJSmA3I6es",,,
9.77E+17,70mm IMAX Film tickets of Dunkirk and 35mm of Interstellar will be available later today on Paytm...All screenings… https://t.co/Le4t8bTeej,,,
9.77E+17,Nvr seen ghatiya app and web like @Paytm. Trying for past one hr to book ipl tickets. Nvr got to the booking page..… https://t.co/UIecpwzV5o,,,
9.77E+17,Here’s a new reason to smile: Turn your face into an emoji on the #GalaxyS9 and express yourself like never before.… https://t.co/JDEHE4aCsU,,,
9.77E+17,@vijayshekhar Sorry to bother you but your coustomer service need this attention of yours.  I sent on servicehead@p… https://t.co/cdsFDvWHMd,,,
9.77E+17,@vijayshekhar Paytm made my personal mobile no. as my account no. Now my personal no.(a/c no) will be used for any… https://t.co/6zYdACUlfY,,,
9.77E+17,@goacm  Dear sir.  In goa threr is not avilabel paytm kyc center .how to do paytm kyc. my paytm  is blocked .please… https://t.co/jrM0SfEIL9,,,
9.77E+17,Didn't find the Paytm wallet id. Unable to reach customer care.not found it in passbook options @Paytm,,,
9.77E+17,@arunjaitley dear sir In goa there is not avilabel paytm kyc center .how to do paytm kyc . now my paytm is blocked.… https://t.co/Yoll32qmYz,,,
9.77E+17,"oh okay, u cant send money thru @paytm unless u finish #kyc??",,,
9.77E+17,Why is @Paytm not working?,,,
9.77E+17,#PayTm down ? @vijayshekhar,,,
9.77E+17,@AxisBankSupport Hi My name is Suraparaju Akhil Raju   My savings Bank Account is 914010033070699.  I have transfer… https://t.co/EhVxciAm2V,,,
9.77E+17,@PMOIndia  Company like Airtel and Paytm has started another business of cheating their customer in the name of dig… https://t.co/ROxOzRMwbT,,,
9.77E+17,The @ImHarmanpreet -led India team are gearing up for their @Paytm 2nd T20I against England #INDvENG https://t.co/urrtiWRQ4P,,,
9.77E+17,Dm only paytm users... Your bhabhi @jyotichudwani https://t.co/93ox8gy6Ng,,,
9.77E+17,Why is @paytm asking for images of aadhaar documents to resolve a customer query? Cc @vijayshekhar https://t.co/uxFemTRzjs,,,
9.77E+17,"@VodafoneIN Recharged through @Paytm with ?181 on March 10, 2018 for unlimited calls for 28 days but today it asks… https://t.co/ItAGyTbZWK",,,
9.77E+17,11 hrs but cannot reach @Paytm cust care sir https://t.co/ma7KgcvWtd,,,
9.77E+17,@UberINSupport Why do your cab drivers refuse to accept passengers whenever the payment mode is @Paytm instead of c… https://t.co/K9gFp1nsdr,,,
9.77E+17,My money blocked in account. Paytm chor hai,,,
9.77E+17,The story of Paytm's Renu Satti: How an HR executive became the CEO of India's largest Payments Bank https://t.co/3lo8ndMdSy,,,
9.77E+17,"Whatever I'm clicking, it shows the below error.. what is happening @Paytm  #Silly #Paytm #App https://t.co/gaezPdzQqa",,,
9.77E+17,@vijayshekhar Looted my 20000 bucks#blocked my no#New Nirav Modi#Will ran away with common people money#dont invest… https://t.co/ALgn0unSkr,,,
9.77E+17,@apsrtc  I booked bus ticket through paytm. Service No.6884 was removed by APSRTC.hence i cancelled my ticket.why s… https://t.co/ov9Y6bx2yd,,,
9.77E+17,Use PTM3310953 when signing up for $10 credit when spending $50 or more. #paytm,,,
9.77E+17,Really fucked up with your services and the way your customer care solve the query my call was on hold for more the… https://t.co/t73VDXz75d,,,
9.77E+17,@vijayshekhar sir paytm app is not working please...There is something wrong plz look at ..... Thanks https://t.co/jCRmqTnc5B,,,
9.77E+17,We are proud to announce that we are Great Place to Work® Certified™! https://t.co/JHRaIcKkEq  #paytmlabs #paytm????… https://t.co/Pg9bvdKRQU,,,
9.77E+17,"Day in a life of marquee tech companies in India.  # of transaction per day. @AmazonIN  450,000 per day @SwiggyIN  … https://t.co/YR11hxZFOe",,,
9.77E+17,"?1120 has been debited from bank through razorpay gateway using Paytm UPI for the train ticket booking, but no tick… https://t.co/Ahrm6xg2vH",,,
9.77E+17,@vijayshekhar not able to transact on @Paytm after completing KYC process. Your call centre is non responsive. Mone… https://t.co/lnqKJYUeJV,,,
9.77E+17,Download Databuddy App and get upto Rs. 110 Paytm Cash. Click https://t.co/ghAXCGHi4s,,,
9.77E+17,@vijayshekhar Sir kindly provide paytm to Ola.,,,
9.77E+17,Not able to login to Paytm from my https://t.co/xykmZpcohU doesn't even show any message. Is @Paytm application down?,,,
9.77E+17,#unistallpaytm   They never respond to anyone. @Paytm  My brother lost 2500/- rupees through this app. Now they are… https://t.co/2qqEF467k9,,,
9.77E+17,@TPS_IndiaDear  ThePanelStation Teem   My Paytm Reward  Redemption Date 02/02/018  Paytm Cash  Order #49763 Date 14… https://t.co/NIuTsgDLDG,,,
9.77E+17,Participate in this Navratri special #SRGQuiz and stand a chance to win 500 Paytm cash reward. Hurry!… https://t.co/VM7OCG3cJz,,,
9.77E+17,As @UIDAI is saying that #Aadhar is not full proof of identification then why @Paytm is pressurizing to use #Aadhar… https://t.co/kb0epnpxHA,,,
9.77E+17,"WICKET! Over: 42.1 Abhishek Sangwan 45(47) st Snell S Patel b Manan Mehta, North Zone University 228/6 @paytm #VizzyTrophy  #Final #NZUvWZU",,,
9.77E+17,"Supreme Court has issued a notice that stated ""extension of linking of @UIDAI"". However, @Paytm is still troubling… https://t.co/DSP6XYobUl",,,
9.77E+17,Even after doing all the formalities of KYC ...#Aadhar #biometrics...still not working..given up on @Paytm https://t.co/7Q19eJGLzE,,,
9.77E+17,Wow a great reason to uninstall ?? https://t.co/BahElJq3Xc,,,
9.77E+17,Standing tall! The iconic @airindiain building #Mumbai. @Paytm #ENGvAUS women #Tri-series at Cricket Club of India https://t.co/C1rRp2SpPG,,,
9.77E+17,"Paytm bets on lending, seeks RBI license to become peer-to-peer lending platform https://t.co/kjKmSaEvj0",,,
9.77E+17,North Zone University 100/4 in 22.6 Overs @paytm #VizzyTrophy  #Final #NZUvWZU Scorecard:https://t.co/2f8Nlp6E5C,,,
9.77E+17,"In my cab ride this morning, heard a radio ad about First Recharge being FREE on @Paytm & saw the driver happily ca… https://t.co/cDsEdsvvMt",,,
9.77E+17,Dear  ThePanelStation Teem   My Paytm Reward  Redemption Date 02/02/018  But No Received  Paytm Amounts  on My Payt… https://t.co/Ol7eryGNYN,,,
9.77E+17,"#Paytm hold customer's money. don't know business strategy behind it @vijayshekhar @Paytm now customer chanting ""GO… https://t.co/y08E6hTdN0",,,
9.77E+17,"Sample this... When distressed about your money with @Paytm first follow a link, create another reference no. Then… https://t.co/PMcDmZqRjT",,,
9.77E+17,". @Paytm still wants Aadhar. Sorry, will stop using it. Am happy with my debit card.",,,
9.77E+17,@vijayshekhar Paytm bank doesn't have a SWIFT CODE. Some one has sent money from new Zealand and asking for SWIFT CODE,,,
9.77E+17,North Zone University Won the Toss & elected to bat @paytm #VizzyTrophy  #Final #NZUvWZU,,,
9.77E+17,DC T-SHIRTS RS.999 for 1 pc Rs.1699 for 2 pcs COLORS Available COD/PAYTM/BANK WHATSAPP 9116056768 https://t.co/QjqjHDKiU4,,,
9.77E+17,@vijayshekhar Fraud transaction on paytm @ I am still facing last 2 week I just want to know that which paytm accou… https://t.co/9MItInHt91,,,
9.77E+17,Digital Payments Giant Paytm Seeks RBI Licence For P2P Lending https://t.co/nnDKQt5Kg9 via @inc42,,,
9.77E+17,It takes two minutes to make a payment on @Paytm but forever to get to speak to a customer care person for an urgen… https://t.co/EWd11vWOvG,,,
9.77E+17,Friendship cancelled with @Paytm. @PhonePe_ is my new friend ?? https://t.co/gHGUzrJblR,,,
9.77E+17,"@diljitdosanjh paji your post says movie will be played @INOXMovies Vashi, but its nowhere displayed on website and… https://t.co/K0RL1vaTCt",,,
9.77E+17,Getting trouble in linking aadhar card with paytm i have text support help but my issue is not been solved @Paytm,,,
9.77E+17,"@Aircel_Mumbai R U working or closed operations? About # 8898333465 wrote to care 3 days back,no ack.Token recharge… https://t.co/DLYvZDCRdo",,,
9.77E+17,Shame @Paytm your agents never visits after giving time window from their side to verify KYC. Pathetic services @Paytm,,,
9.77E+17,HOW MANY MORE YEARS WILL THIS TAKE ? @Paytm highly disappointed with this :( #kyc #paytm https://t.co/KEOJ6SA1Dj,,,
9.77E+17,@FinMinIndia @mygovindia @RBI Why don't providers like @Paytm have the option to delete the account ? Why are they… https://t.co/8aR2wXl5Mz,,,
9.77E+17,.@Paytm pathetic app and ridiculous checks before transferring minuscule amount to my friend’s account @NPCI_BHIM i… https://t.co/4h0XtRhrdX,,,
9.77E+17,"Unable to transfer money to my contact though kyc done but message showing transaction failed, complete kyc @Paytm",,,
9.77E+17,@vijayshekhar  no reply from paytm customer care from 12 March 2018 ..,,,
9.77E+17,Paytm Payment Issue  We are facing an error from Paytm payment system. All the payments will processed tomorrow. So… https://t.co/Cpbyj5gphC,,,
9.77E+17,"Paytm Customer Care Numbers +91 8247099464, +91 9123793244, Call Now Customer Care Fund Transfer Problem KYC Proble… https://t.co/ZrCTw4SNmA",,,
9.77E+17,Have requested for KYC seceral times but there has been no communication or revert of any kind from your end. Kindl… https://t.co/XqAyQ0ksCV,,,
9.77E+17,"@vijayshekhar its very clear. @Paytm is acting oversmart in KYC Process. Smartly Asking for Aadhaar Number, even fo… https://t.co/Sda8n9SguW",,,
9.77E+17,why is @Paytm still forcing mandatory KYC when Hon'ble Supreme Court has categorically ordered against such actions ?,,,
9.77E+17,A company who doesn't know what's a commitment @Paytm,,,
9.77E+17,Capture brilliant photos even in the darkest nights with the revolutionary Dual Aperture camera on the #GalaxyS9. M… https://t.co/tIDn0FIYBS,,,
9.77E+17,"This is a malicious app, right @Paytm? https://t.co/H8wrtpjN1g",,,
9.77E+17,"@vijayshekhar why can't I open bank account with any other bank once I am done with Paytm KYC? Seriously?  ""hereby… https://t.co/zfRhQehwuW",,,
9.77E+17,"#Paytm #fraud a company who doesn't have ethics, who doesn't know meaning of commitment @Paytm",,,
9.77E+17,"Telling myself repeatedly to be not too smug about it and stay grounded , but failing ?? Paytm is one of the Top thr… https://t.co/ZgdbkNhoZQ",,,
9.77E+17,My 7680? would not hlp u Mr @vijayshekhar to be India's youngest billionaire.Its have been 2 month Paytm is not ret… https://t.co/1yLauOjE3C,,,
9.77E+17,@RuPay_npci @Discover  @IDBI_Bank recently they are working really bad with the @Paytm .. Worst experience.,,,
9.77E+17,@FinMinIndia @PMOIndia @vijayshekhar @timesofindia @htTweets @aajtak @IndiaToday  Why paytm is forcefully asking fo… https://t.co/UZ3LMmRYnz,,,
9.77E+17,@vijayshekhar ..today visited Mangrol KYC center(GJ 362225) Charged 10 bucks.this is not paytm thing..do correct pls,,,
9.77E+17,"#TagAFriend who thinks out of the box, and stand a chance to win a #Paytm gift voucher worth Rs.100. Comment here -… https://t.co/Qu1rQ4HaEh",,,
9.77E+17,Money deducted from bank account still not reflecting in paytm wallet..20days still not reflecting.. Registered mob… https://t.co/KkMcVsWLqM,,,
9.77E+17,Paytm seeking RBI license for peer-to-peer lending: report https://t.co/dqy7fXE51A https://t.co/pHyl92DglR,,,
9.77E+17,Australia Women Won by 6 Wicket(s)  @paytm #IndvAus #T20I Scorecard:https://t.co/9b7i74qvVB,,,
9.77E+17,"Building and Nurturing high performing teams with @kalramukesh @ETMONEY, Manav Jain @Paytm, @anupjain_14 FIS Paymen… https://t.co/5GDN1CbUtt",,,
9.77E+17,"WICKET! Over: 13.1 Elyse Villani 39(33) ct & b Poonam Yadav, Australia Women 112/4 @paytm #IndvAus #T20I",,,
9.77E+17,"End Of Over 10 - Australia Women 95/2, Need 58 Run(s) to Win, Beth Mooney 37(25) Elyse Villani 33(25) @paytm #IndvAus #T20I",,,
9.77E+17,"Elyse Villani  FOUR! Australia Women 64/2 (6.4) (11x4, 0x6) @paytm #IndvAus #T20I",,,
9.77E+17,"Beth Mooney  FOUR! Australia Women 47/2 (4.5) (9x4, 0x6) @paytm #IndvAus #T20I",,,
9.77E+17,Digital Payments Giant Paytm Seeks RBI Licence For P2P Lending https://t.co/A3g3txCRhI #Digital #Payments #Paytm… https://t.co/1YJ0AeG62Y,,,
9.77E+17,Alyssa Healy clean bowled by Jhulan Goswami. @Paytm #IndvAus #T20I,,,
9.77E+17,"WICKET! Over: 0.5 Alyssa Healy 4(2) b Jhulan Goswami, Australia Women 9/1 @paytm #IndvAus #T20I",,,
9.77E+17,Now link #Aadhaar to Paytm?   I would rather stop using paytm na ?? #PagalHaiKya,,,
9.77E+17,End Of Over 20 - India Women 152/5 Veda Krishnamurthy 15(10) Shikha Pandey 1(2) @paytm #IndvAus #T20I,,,
9.77E+17,"Veda Krishnamurthy  SIX! India Women 152/5 (19.5) (21x4, 4x6) @paytm #IndvAus #T20I",,,
9.77E+17,"WICKET! Over: 18.6 A A Patil 35(21) ct Ashleigh Gardner b Delissa Kimmince, India Women 141/5 @paytm #IndvAus #T20I",,,
9.77E+17,Correct answer @Paytm & @PhonePe_     after @UIDAI linking ?????? https://t.co/j38TgmXEPZ,,,
9.77E+17,"A A Patil  FOUR! India Women 106/4 (15.4) (15x4, 2x6) @paytm #IndvAus #T20I",,,
9.77E+17,End Of Over 15 - India Women 102/4 Veda Krishnamurthy 1(2) A A Patil 1(1) @paytm #IndvAus #T20I,,,
9.77E+17,@Soniadhawn Hi ma'am I'm working with Paytm team at Surat I need ur help,,,
9.77E+17,"WICKET! Over: 14.3 Harmanpreet Kaur 13(16) ct Sophie Molineux b Ellyse Perry, India Women 100/4 @paytm #IndvAus #T20I",,,
9.77E+17,"WICKET! Over: 14.1 Jemimah R 1(3) ct Ashleigh Gardner b Ellyse Perry, India Women 100/3 @paytm #IndvAus #T20I",,,
9.77E+17,"WICKET! Over: 13.3  S S Mandhana 67(41) ct Sophie Molineux b Ashleigh Gardner, India Women 99/2 @paytm #IndvAus #T20I",,,
9.77E+17,Tried recharging my metro card with @Paytm and idk what ever happened to the money cuz it definitely didn't come in… https://t.co/EBskArCL1w,,,
9.77E+17,"S S Mandhana  FOUR! India Women 78/1 (10.4) (11x4, 2x6) @paytm #IndvAus #T20I",,,
9.77E+17,"S S Mandhana  SIX! India Women 72/0 (8.6) (10x4, 2x6) @paytm #IndvAus #T20I",,,
9.77E+17,"S S Mandhana  FOUR! India Women 66/0 (8.4) (10x4, 1x6) @paytm #IndvAus #T20I",,,
9.77E+17,"S S Mandhana  FOUR! India Women 59/0 (7.3) (9x4, 1x6) @paytm #IndvAus #T20I",,,
9.77E+17,Has anyone ever met an @Uber_India driver who's happy with being paid with @Paytm ? Just curious.,,,
9.77E+17,. @vijayshekhar  Why is it so difficult to deactivate a Paytm account? Despite sending a request from my app and fr… https://t.co/x1rvh2hjrz,,,
9.77E+17,Cheated by PayTM another mega crore scam possibly ? Taken away the money from account and not giving back after rep… https://t.co/SV9n1mKLsN,,,
9.77E+17,India Women - Playing XI @paytm #IndvAus #T20I https://t.co/7sean4yAOx,,,
9.77E+17,In the first @Paytm T20I Australia have won the toss and elected to bowl first. Here’s our team sheet. #INDvAUS https://t.co/m1NsnJfHoh,,,
9.77E+17,It's my son's 3rd birthday today. He has 3 parties. 3. 3! I'm secretly hoping people give cash instead of gifts. Paytm bhi chalega.,,,
9.77E+17,is this genuine @Paytm ?? https://t.co/9n1YBtyWcA,,,
9.77E+17,Why the hell @Paytm needs to read call log and SMSes? https://t.co/72jE5kaGQT,,,
9.77E+17,So @LinkedInIndia Top places to work all homegrown entrepreneurial product led companies. @Directi @WorkAtFlipkart… https://t.co/AnwL8gDF4V,,,
9.77E+17,Retweeted Sunil Mishra (@SunilMishra86):  IT Ministry Mandates Inclusion Of Bharat QR Code With UPI… https://t.co/zUIlPMy9CN,,,
9.77E+17,I am trying to connect with Paytm representatives through long but unfortunately no luck from them!! I am not able… https://t.co/nei4IcX9PY,,,
9.77E+17,Someone using my photo and sending request to all of my friends and after that asking for paytm transfer on that nu… https://t.co/m2z9KC5NRw,,,
9.77E+17,People from rajarampuri area getting cut off of electricity even after paying the bill through @NPCI_BHIM… https://t.co/4p1jVKSh6Z,,,
9.77E+17,@CMDMSEDCL @MSEDCL people getting cut off of electricity in Kolhapur even after paying their bills through online a… https://t.co/WrYogb59Ns,,,
9.77E+17,Attention plz!if u get any msg&deems 2b an official paytm quiz whr it asks u to ans 4simple ques&win1000rs directly… https://t.co/QsqE0ptAUq,,,
9.77E+17,A private company which is bleeding badly is spending money to run a campaign to urge the people to follow and comp… https://t.co/MWfBf91OIq,,,
9.76E+17,@BrainBaazi  I won today but my mob num is different from paytm num  my userd id is Akhandnirma and mob num is 8178… https://t.co/KaFi75GPgP,,,
9.76E+17,For @Paytm 1. How many times does a finger and thumb impression is required during the Paytm KYC process? 2. Does o… https://t.co/pqS2vOftwA,,,
9.76E+17,#Hichki ADVANCE BOOKING OPEN! Book your tickets without any Hichki here: https://t.co/176Aj64UfB | @HichkiTheFilm https://t.co/gFOwSn4X9q,,,
9.76E+17,@vijayshekhar It is very shocking that despite lapse of 5 days I am not getting refund for failed  paytm Order 1000… https://t.co/vEE4qH32Hk,,,
9.76E+17,"Since the Supreme Court is yet to pronounce its verdict on #Aadhaar, @Paytm decides to make 'govt docs' mandatory.… https://t.co/mZ2a2Va5Af",,,
9.76E+17,The @paytm Women's T20 Triangular Series starts in Mumbai tomorrow with India taking on Australia at the Cricket Cl… https://t.co/5bpey5lUsD,,,
9.76E+17,Why the hell is @Paytm forcing us to link #Aadhaar by ceasing the account operations when SC has extended the deadl… https://t.co/rL4CqkfBRV,,,
9.76E+17,"First India, now Canada for Paytm: https://t.co/NJqYZ6FuAw #paytm???? by @BanklessTimes",,,
9.76E+17,So let's gear up for PAYTM DRS in IPL 2018.,,,
9.76E+17,paytm is selling fake products they are showing some other item and selling different one and when i am calling cos… https://t.co/7BdanBpwzm,,,
9.76E+17,@noidatraffic noida sec1&2 near @Paytm its one way but no one here to check this nd stuck in jaam from last 40minut… https://t.co/1zUKwSIlCM,,,
9.76E+17,"Take a chill pill, @Paytm .  https://t.co/wxM6NcQDJf",,,
9.76E+17,"Indians prefer homegrown firms like @Paytm , @Flipkart over @amazon , @Google to work: @LinkedIn… https://t.co/LryEp7o87O",,,
9.76E+17,Again: WHY is that Aadhaar? Should be any government approved ID document. https://t.co/RjgU2UVcaF,,,
9.76E+17,@BSNL_KOTD recharged 349/- at 1 pm through paytm.  Ref ur ref no 2391313167 dt 21-03-18.  Paytm debited 349/- under… https://t.co/Vfd5Jeq5KT,,,
9.76E+17,What is the legality of @Paytm mandatorily asking for Aadhar to make payments in light of SC pushing dates for Aadh… https://t.co/r2i7fTreER,,,
9.76E+17,It's time to book ur seats by booking ur tickets right away Dabangg Tour Pune @4pillarsindia : https://t.co/0RYMbwEBa7,,,
9.76E+17,There will no cash back add in our A/C or wallet after ekyc @Paytm  @vijayshekhar,,,
9.76E+17,@uber why is your app not detecting my paytm balance properly? It's incorrectly showing as zero,,,
9.76E+17,"Kehte hai,karte hai jo marzi,Sunte nahi kisi ki arzi. Leave all your excuses behind and join team Dabangg on this 2… https://t.co/1EnRurdnwy",,,
